gene_name,in_ncg,in_civic,external_source_count,external_sources,max_external_evidence_score,consensus_label,consensus_confidence,high_confidence_label
CTSV,False,False,0,,0.0,0,negative_candidate,0.0
TNFSF18,False,False,0,,0.0,0,negative_candidate,0.0
RAD54L,False,True,1,CIViC,1.0,1,single_source_positive,
TNNT1,False,False,0,,0.0,0,negative_candidate,0.0
DEPDC1B,False,False,0,,0.0,0,negative_candidate,0.0
BIRC5,False,True,1,CIViC,1.0,1,single_source_positive,
CR2,False,False,0,,0.0,0,negative_candidate,0.0
CA10,True,False,1,NCG,1.0,1,single_source_positive,
SYTL5,False,False,0,,0.0,0,negative_candidate,0.0
CBLC,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
GPR158,False,False,0,,0.0,0,negative_candidate,0.0
ZWINT,True,False,1,NCG,1.0,1,single_source_positive,
KRT15,True,False,1,NCG,1.0,1,single_source_positive,
EPPK1,True,False,1,NCG,1.0,1,single_source_positive,
TRIP13,False,False,0,,0.0,0,negative_candidate,0.0
OAZ3,False,False,0,,0.0,0,negative_candidate,0.0
WDR72,False,False,0,,0.0,0,negative_candidate,0.0
LRRC26,False,False,0,,0.0,0,negative_candidate,0.0
TKTL1,False,False,0,,0.0,0,negative_candidate,0.0
BRDT,True,False,1,NCG,1.0,1,single_source_positive,
F2RL1,False,False,0,,0.0,0,negative_candidate,0.0
CFAP126,False,False,0,,0.0,0,negative_candidate,0.0
H1-5,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
MEGF11,False,False,0,,0.0,0,negative_candidate,0.0
CLPSL1,False,False,0,,0.0,0,negative_candidate,0.0
C12ORF56,False,False,0,,0.0,0,negative_candidate,0.0
CENPI,False,False,0,,0.0,0,negative_candidate,0.0
SLITRK6,True,False,1,NCG,1.0,1,single_source_positive,
SOST,False,False,0,,0.0,0,negative_candidate,0.0
SAMD13,False,False,0,,0.0,0,negative_candidate,0.0
SIX4,False,False,0,,0.0,0,negative_candidate,0.0
MMP16,False,False,0,,0.0,0,negative_candidate,0.0
DLGAP3,False,False,0,,0.0,0,negative_candidate,0.0
TNNC2,False,False,0,,0.0,0,negative_candidate,0.0
DLGAP5,True,False,1,NCG,1.0,1,single_source_positive,
CADM4,False,False,0,,0.0,0,negative_candidate,0.0
EPHA5,True,False,1,NCG,1.0,1,single_source_positive,
POLR1F,False,False,0,,0.0,0,negative_candidate,0.0
IGHV3-64,False,False,0,,0.0,0,negative_candidate,0.0
IGKV2D-24,False,False,0,,0.0,0,negative_candidate,0.0
BPIFA1,False,False,0,,0.0,0,negative_candidate,0.0
EPHX3,False,False,0,,0.0,0,negative_candidate,0.0
CDH12,True,False,1,NCG,1.0,1,single_source_positive,
DNAH7,True,False,1,NCG,1.0,1,single_source_positive,
NOVA1,True,False,1,NCG,1.0,1,single_source_positive,
ECEL1,False,False,0,,0.0,0,negative_candidate,0.0
FMO5,False,False,0,,0.0,0,negative_candidate,0.0
CEACAM1,False,True,1,CIViC,0.9,1,single_source_positive,
TRPM8,False,False,0,,0.0,0,negative_candidate,0.0
RACGAP1,False,False,0,,0.0,0,negative_candidate,0.0
CT83,False,False,0,,0.0,0,negative_candidate,0.0
NGF,False,False,0,,0.0,0,negative_candidate,0.0
IFITM5,False,False,0,,0.0,0,negative_candidate,0.0
ASF1B,False,False,0,,0.0,0,negative_candidate,0.0
IGKV1D-13,False,False,0,,0.0,0,negative_candidate,0.0
S100A7,True,False,1,NCG,1.0,1,single_source_positive,
NOX1,False,False,0,,0.0,0,negative_candidate,0.0
SLAMF9,False,False,0,,0.0,0,negative_candidate,0.0
DNAH5,False,False,0,,0.0,0,negative_candidate,0.0
REEP6,False,False,0,,0.0,0,negative_candidate,0.0
KIAA0825,False,False,0,,0.0,0,negative_candidate,0.0
KLK14,False,False,0,,0.0,0,negative_candidate,0.0
TFPI2,False,False,0,,0.0,0,negative_candidate,0.0
SYT1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF257,False,False,0,,0.0,0,negative_candidate,0.0
MAT1A,False,False,0,,0.0,0,negative_candidate,0.0
DNAH6,False,False,0,,0.0,0,negative_candidate,0.0
SPATA17,False,False,0,,0.0,0,negative_candidate,0.0
ERBB4,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
E2F7,False,False,0,,0.0,0,negative_candidate,0.0
CDH2,True,False,1,NCG,1.0,1,single_source_positive,
CEP55,False,False,0,,0.0,0,negative_candidate,0.0
MFSD4A,False,False,0,,0.0,0,negative_candidate,0.0
ATAD2,True,False,1,NCG,1.0,1,single_source_positive,
PTPRR,False,False,0,,0.0,0,negative_candidate,0.0
E2F1,False,False,0,,0.0,0,negative_candidate,0.0
TCEAL5,False,False,0,,0.0,0,negative_candidate,0.0
MCM4,False,False,0,,0.0,0,negative_candidate,0.0
TMEM151A,False,False,0,,0.0,0,negative_candidate,0.0
PLA2G2C,False,False,0,,0.0,0,negative_candidate,0.0
CKAP2,False,False,0,,0.0,0,negative_candidate,0.0
ACOT4,False,False,0,,0.0,0,negative_candidate,0.0
TAC1,False,False,0,,0.0,0,negative_candidate,0.0
MMP12,False,False,0,,0.0,0,negative_candidate,0.0
VCX3A,False,False,0,,0.0,0,negative_candidate,0.0
ONECUT1,False,False,0,,0.0,0,negative_candidate,0.0
DUSP9,True,False,1,NCG,1.0,1,single_source_positive,
PTPRN,False,False,0,,0.0,0,negative_candidate,0.0
SLC10A2,False,False,0,,0.0,0,negative_candidate,0.0
TMEM217,False,False,0,,0.0,0,negative_candidate,0.0
ITIH2,False,False,0,,0.0,0,negative_candidate,0.0
BMT2,False,False,0,,0.0,0,negative_candidate,0.0
ERV3-1,False,False,0,,0.0,0,negative_candidate,0.0
ETV2,False,False,0,,0.0,0,negative_candidate,0.0
KCNG3,False,False,0,,0.0,0,negative_candidate,0.0
TRAV22,False,False,0,,0.0,0,negative_candidate,0.0
TRBV4-2,False,False,0,,0.0,0,negative_candidate,0.0
SLC38A8,True,False,1,NCG,1.0,1,single_source_positive,
FBXO32,True,False,1,NCG,1.0,1,single_source_positive,
PROM1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
LIN28A,False,False,0,,0.0,0,negative_candidate,0.0
RAB27B,False,False,0,,0.0,0,negative_candidate,0.0
EIF2AK3,True,False,1,NCG,1.0,1,single_source_positive,
DEPDC1,False,False,0,,0.0,0,negative_candidate,0.0
PLPPR4,False,False,0,,0.0,0,negative_candidate,0.0
DMXL1,True,False,1,NCG,1.0,1,single_source_positive,
LRRC20,False,False,0,,0.0,0,negative_candidate,0.0
GRIN2D,True,False,1,NCG,1.0,1,single_source_positive,
CCDC171,False,True,1,CIViC,0.9,1,single_source_positive,
CYP2A6,False,False,0,,0.0,0,negative_candidate,0.0
EPS8L3,False,False,0,,0.0,0,negative_candidate,0.0
MAJIN,False,False,0,,0.0,0,negative_candidate,0.0
OXT,False,False,0,,0.0,0,negative_candidate,0.0
TRAV8-1,False,False,0,,0.0,0,negative_candidate,0.0
LCN15,False,False,0,,0.0,0,negative_candidate,0.0
UGT2B15,False,False,0,,0.0,0,negative_candidate,0.0
RORC,False,False,0,,0.0,0,negative_candidate,0.0
SAMD9,False,False,0,,0.0,0,negative_candidate,0.0
FA2H,False,False,0,,0.0,0,negative_candidate,0.0
SLC7A1,False,False,0,,0.0,0,negative_candidate,0.0
VGF,False,False,0,,0.0,0,negative_candidate,0.0
PRLR,True,False,1,NCG,1.0,1,single_source_positive,
NUP54,True,False,1,NCG,1.0,1,single_source_positive,
GRIK2,True,False,1,NCG,1.0,1,single_source_positive,
FAM133A,True,False,1,NCG,1.0,1,single_source_positive,
DPP10,False,True,1,CIViC,1.0,1,single_source_positive,
DNAH2,True,False,1,NCG,1.0,1,single_source_positive,
MOSPD1,False,False,0,,0.0,0,negative_candidate,0.0
DEUP1,False,False,0,,0.0,0,negative_candidate,0.0
PUS7,False,False,0,,0.0,0,negative_candidate,0.0
TGFA,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
GPX7,False,False,0,,0.0,0,negative_candidate,0.0
TRAV26-2,False,False,0,,0.0,0,negative_candidate,0.0
TOP2A,False,True,1,CIViC,1.0,1,single_source_positive,
NCAPH,False,False,0,,0.0,0,negative_candidate,0.0
COA6,False,False,0,,0.0,0,negative_candidate,0.0
ZZZ3,False,False,0,,0.0,0,negative_candidate,0.0
H3-5,True,False,1,NCG,1.0,1,single_source_positive,
SPATA12,False,False,0,,0.0,0,negative_candidate,0.0
COL8A2,False,False,0,,0.0,0,negative_candidate,0.0
GLIPR1L1,False,False,0,,0.0,0,negative_candidate,0.0
CREB3L4,True,False,1,NCG,1.0,1,single_source_positive,
GSTA3,False,False,0,,0.0,0,negative_candidate,0.0
GSDMC,True,False,1,NCG,1.0,1,single_source_positive,
STRA8,False,False,0,,0.0,0,negative_candidate,0.0
DLL3,False,True,1,CIViC,0.9,1,single_source_positive,
TINAG,False,False,0,,0.0,0,negative_candidate,0.0
KLK5,False,False,0,,0.0,0,negative_candidate,0.0
POLR2D,True,False,1,NCG,1.0,1,single_source_positive,
SIM2,False,False,0,,0.0,0,negative_candidate,0.0
GALNT3,False,False,0,,0.0,0,negative_candidate,0.0
TTC9,False,False,0,,0.0,0,negative_candidate,0.0
LIPK,False,False,0,,0.0,0,negative_candidate,0.0
MIS18A,False,False,0,,0.0,0,negative_candidate,0.0
VIL1,False,False,0,,0.0,0,negative_candidate,0.0
PAEP,False,False,0,,0.0,0,negative_candidate,0.0
TRMT1L,False,False,0,,0.0,0,negative_candidate,0.0
ERP27,False,False,0,,0.0,0,negative_candidate,0.0
CLDN20,True,False,1,NCG,1.0,1,single_source_positive,
MREG,False,False,0,,0.0,0,negative_candidate,0.0
CLDN10,False,False,0,,0.0,0,negative_candidate,0.0
CCNA2,False,False,0,,0.0,0,negative_candidate,0.0
TRUB1,False,False,0,,0.0,0,negative_candidate,0.0
CAMK1D,False,False,0,,0.0,0,negative_candidate,0.0
ADH7,False,False,0,,0.0,0,negative_candidate,0.0
ZFP57,False,False,0,,0.0,0,negative_candidate,0.0
GSC,False,False,0,,0.0,0,negative_candidate,0.0
UGT3A1,False,False,0,,0.0,0,negative_candidate,0.0
RGS7,True,False,1,NCG,1.0,1,single_source_positive,
ARHGEF16,False,False,0,,0.0,0,negative_candidate,0.0
INSL6,False,False,0,,0.0,0,negative_candidate,0.0
SYT13,False,False,0,,0.0,0,negative_candidate,0.0
PRRG4,False,False,0,,0.0,0,negative_candidate,0.0
MYBPC1,False,False,0,,0.0,0,negative_candidate,0.0
LGR4,False,False,0,,0.0,0,negative_candidate,0.0
KNL1,True,False,1,NCG,1.0,1,single_source_positive,
TESMIN,False,False,0,,0.0,0,negative_candidate,0.0
EBAG9,False,False,0,,0.0,0,negative_candidate,0.0
PCDH8,False,False,0,,0.0,0,negative_candidate,0.0
DBNDD1,False,False,0,,0.0,0,negative_candidate,0.0
PSPH,False,False,0,,0.0,0,negative_candidate,0.0
RNF2,False,False,0,,0.0,0,negative_candidate,0.0
PRUNE2,True,False,1,NCG,1.0,1,single_source_positive,
CAMK1G,False,False,0,,0.0,0,negative_candidate,0.0
OOEP,False,False,0,,0.0,0,negative_candidate,0.0
NFE2L3,True,False,1,NCG,1.0,1,single_source_positive,
LNPK,False,False,0,,0.0,0,negative_candidate,0.0
E2F8,False,False,0,,0.0,0,negative_candidate,0.0
CHAF1A,False,False,0,,0.0,0,negative_candidate,0.0
MGAT5B,True,False,1,NCG,1.0,1,single_source_positive,
PF4V1,False,False,0,,0.0,0,negative_candidate,0.0
IGKV1D-43,False,False,0,,0.0,0,negative_candidate,0.0
SOX12,False,False,0,,0.0,0,negative_candidate,0.0
CENPA,False,False,0,,0.0,0,negative_candidate,0.0
TMEM121B,True,False,1,NCG,1.0,1,single_source_positive,
SAYSD1,False,False,0,,0.0,0,negative_candidate,0.0
PLEKHG4B,False,False,0,,0.0,0,negative_candidate,0.0
CALCA,False,False,0,,0.0,0,negative_candidate,0.0
KLK1,True,False,1,NCG,1.0,1,single_source_positive,
CLEC6A,False,False,0,,0.0,0,negative_candidate,0.0
C6ORF58,False,False,0,,0.0,0,negative_candidate,0.0
EZH2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
F2,False,False,0,,0.0,0,negative_candidate,0.0
SCG3,False,False,0,,0.0,0,negative_candidate,0.0
NOL10,False,False,0,,0.0,0,negative_candidate,0.0
TRAJ42,False,False,0,,0.0,0,negative_candidate,0.0
TSHZ3,True,False,1,NCG,1.0,1,single_source_positive,
TUBA3C,True,False,1,NCG,1.0,1,single_source_positive,
IFNG,False,False,0,,0.0,0,negative_candidate,0.0
FHDC1,False,False,0,,0.0,0,negative_candidate,0.0
NUDT1,False,False,0,,0.0,0,negative_candidate,0.0
ANKRD34B,False,False,0,,0.0,0,negative_candidate,0.0
CDH3,False,False,0,,0.0,0,negative_candidate,0.0
LRP2,False,False,0,,0.0,0,negative_candidate,0.0
STAMBP,False,False,0,,0.0,0,negative_candidate,0.0
SRMS,False,False,0,,0.0,0,negative_candidate,0.0
CACNA1E,True,False,1,NCG,1.0,1,single_source_positive,
RABIF,False,False,0,,0.0,0,negative_candidate,0.0
CFHR3,False,False,0,,0.0,0,negative_candidate,0.0
LMBRD2,False,False,0,,0.0,0,negative_candidate,0.0
ISX,True,False,1,NCG,1.0,1,single_source_positive,
TRIM48,True,False,1,NCG,1.0,1,single_source_positive,
ADAM28,False,False,0,,0.0,0,negative_candidate,0.0
IL2RB,False,True,1,CIViC,0.9,1,single_source_positive,
VCAN,True,False,1,NCG,1.0,1,single_source_positive,
IGLV4-3,False,False,0,,0.0,0,negative_candidate,0.0
PGLYRP3,False,False,0,,0.0,0,negative_candidate,0.0
CHODL,False,False,0,,0.0,0,negative_candidate,0.0
SPDYE5,False,False,0,,0.0,0,negative_candidate,0.0
LRAT,False,False,0,,0.0,0,negative_candidate,0.0
LRRC4C,True,False,1,NCG,1.0,1,single_source_positive,
TRAV30,False,False,0,,0.0,0,negative_candidate,0.0
GABRB3,False,False,0,,0.0,0,negative_candidate,0.0
LHPP,False,False,0,,0.0,0,negative_candidate,0.0
RIPK4,False,False,0,,0.0,0,negative_candidate,0.0
TNFRSF18,False,False,0,,0.0,0,negative_candidate,0.0
ZNF215,True,False,1,NCG,1.0,1,single_source_positive,
SMPX,False,False,0,,0.0,0,negative_candidate,0.0
ZNF519,False,False,0,,0.0,0,negative_candidate,0.0
FKBPL,False,False,0,,0.0,0,negative_candidate,0.0
NEXMIF,False,False,0,,0.0,0,negative_candidate,0.0
DEFA6,False,False,0,,0.0,0,negative_candidate,0.0
LGALS9B,False,False,0,,0.0,0,negative_candidate,0.0
IGKV2D-29,False,False,0,,0.0,0,negative_candidate,0.0
CDKAL1,False,False,0,,0.0,0,negative_candidate,0.0
LCT,False,False,0,,0.0,0,negative_candidate,0.0
BHMT2,True,False,1,NCG,1.0,1,single_source_positive,
ZNF221,False,False,0,,0.0,0,negative_candidate,0.0
WNT16,False,False,0,,0.0,0,negative_candidate,0.0
IL17REL,False,False,0,,0.0,0,negative_candidate,0.0
UMODL1,False,False,0,,0.0,0,negative_candidate,0.0
ASPHD1,True,False,1,NCG,1.0,1,single_source_positive,
SEMA3A,True,False,1,NCG,1.0,1,single_source_positive,
KLHL7,False,False,0,,0.0,0,negative_candidate,0.0
C17ORF50,False,False,0,,0.0,0,negative_candidate,0.0
WDR53,False,False,0,,0.0,0,negative_candidate,0.0
ZBTB10,False,False,0,,0.0,0,negative_candidate,0.0
USP18,False,False,0,,0.0,0,negative_candidate,0.0
FBXO2,False,False,0,,0.0,0,negative_candidate,0.0
FOXP3,False,True,1,CIViC,1.0,1,single_source_positive,
SALL1,True,False,1,NCG,1.0,1,single_source_positive,
TRAV6,False,False,0,,0.0,0,negative_candidate,0.0
MAP7D2,False,False,0,,0.0,0,negative_candidate,0.0
MRPS33,True,False,1,NCG,1.0,1,single_source_positive,
NPTX1,False,False,0,,0.0,0,negative_candidate,0.0
TENM2,True,False,1,NCG,1.0,1,single_source_positive,
METTL18,False,False,0,,0.0,0,negative_candidate,0.0
NPC1L1,False,False,0,,0.0,0,negative_candidate,0.0
DDIAS,False,False,0,,0.0,0,negative_candidate,0.0
EPHB3,False,False,0,,0.0,0,negative_candidate,0.0
KCNH8,False,False,0,,0.0,0,negative_candidate,0.0
RWDD2B,False,False,0,,0.0,0,negative_candidate,0.0
DZIP3,False,False,0,,0.0,0,negative_candidate,0.0
TMEM184A,False,False,0,,0.0,0,negative_candidate,0.0
STYX,False,False,0,,0.0,0,negative_candidate,0.0
UGT1A10,False,False,0,,0.0,0,negative_candidate,0.0
PRH2,False,False,0,,0.0,0,negative_candidate,0.0
DRC7,False,False,0,,0.0,0,negative_candidate,0.0
PFAS,True,False,1,NCG,1.0,1,single_source_positive,
CES3,False,False,0,,0.0,0,negative_candidate,0.0
NOTUM,False,False,0,,0.0,0,negative_candidate,0.0
TRAV1-1,False,False,0,,0.0,0,negative_candidate,0.0
FAM217B,False,False,0,,0.0,0,negative_candidate,0.0
VRK1,False,False,0,,0.0,0,negative_candidate,0.0
SPANXC,False,False,0,,0.0,0,negative_candidate,0.0
NOS1AP,False,False,0,,0.0,0,negative_candidate,0.0
CSRNP3,False,False,0,,0.0,0,negative_candidate,0.0
COA7,False,False,0,,0.0,0,negative_candidate,0.0
IGKV1D-33,False,False,0,,0.0,0,negative_candidate,0.0
SYT4,True,False,1,NCG,1.0,1,single_source_positive,
GCDH,False,False,0,,0.0,0,negative_candidate,0.0
CCL17,False,False,0,,0.0,0,negative_candidate,0.0
IGSF1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF658,True,False,1,NCG,1.0,1,single_source_positive,
GRIN2A,True,False,1,NCG,1.0,1,single_source_positive,
PRRG2,False,False,0,,0.0,0,negative_candidate,0.0
SLC6A14,False,False,0,,0.0,0,negative_candidate,0.0
SERPINA5,False,False,0,,0.0,0,negative_candidate,0.0
KLK7,True,False,1,NCG,1.0,1,single_source_positive,
NEB,True,False,1,NCG,1.0,1,single_source_positive,
POU4F1,False,False,0,,0.0,0,negative_candidate,0.0
ANLN,True,False,1,NCG,1.0,1,single_source_positive,
CPB2,False,False,0,,0.0,0,negative_candidate,0.0
CNTN3,False,False,0,,0.0,0,negative_candidate,0.0
AFAP1L2,False,False,0,,0.0,0,negative_candidate,0.0
IGHV1OR21-1,False,False,0,,0.0,0,negative_candidate,0.0
SAC3D1,False,False,0,,0.0,0,negative_candidate,0.0
UNC5CL,False,False,0,,0.0,0,negative_candidate,0.0
PIGX,False,False,0,,0.0,0,negative_candidate,0.0
CRH,False,False,0,,0.0,0,negative_candidate,0.0
DDX28,False,False,0,,0.0,0,negative_candidate,0.0
ATPSCKMT,False,False,0,,0.0,0,negative_candidate,0.0
ARL13A,False,False,0,,0.0,0,negative_candidate,0.0
ARR3,False,False,0,,0.0,0,negative_candidate,0.0
DCUN1D1,False,False,0,,0.0,0,negative_candidate,0.0
LRRC61,False,False,0,,0.0,0,negative_candidate,0.0
STS,False,False,0,,0.0,0,negative_candidate,0.0
EXOSC2,False,False,0,,0.0,0,negative_candidate,0.0
ARL6IP6,False,False,0,,0.0,0,negative_candidate,0.0
HELQ,False,False,0,,0.0,0,negative_candidate,0.0
SCGB1D2,False,False,0,,0.0,0,negative_candidate,0.0
PABPC3,False,False,0,,0.0,0,negative_candidate,0.0
SCRN3,False,False,0,,0.0,0,negative_candidate,0.0
NUP93,False,False,0,,0.0,0,negative_candidate,0.0
TRUB2,False,False,0,,0.0,0,negative_candidate,0.0
ST6GAL2,True,False,1,NCG,1.0,1,single_source_positive,
CDHR2,True,False,1,NCG,1.0,1,single_source_positive,
ARHGAP32,True,False,1,NCG,1.0,1,single_source_positive,
SOWAHC,False,False,0,,0.0,0,negative_candidate,0.0
PITX2,False,False,0,,0.0,0,negative_candidate,0.0
CFAP54,True,False,1,NCG,1.0,1,single_source_positive,
TRPA1,True,False,1,NCG,1.0,1,single_source_positive,
C11ORF65,False,False,0,,0.0,0,negative_candidate,0.0
OGDHL,False,False,0,,0.0,0,negative_candidate,0.0
MIA2,False,False,0,,0.0,0,negative_candidate,0.0
KIF4A,False,False,0,,0.0,0,negative_candidate,0.0
CCDC148,False,False,0,,0.0,0,negative_candidate,0.0
SLC5A8,False,False,0,,0.0,0,negative_candidate,0.0
PMS1,True,False,1,NCG,1.0,1,single_source_positive,
MAGEA6,True,False,1,NCG,1.0,1,single_source_positive,
CNGA1,False,False,0,,0.0,0,negative_candidate,0.0
KIF21A,True,False,1,NCG,1.0,1,single_source_positive,
CHAMP1,False,False,0,,0.0,0,negative_candidate,0.0
IL24,False,False,0,,0.0,0,negative_candidate,0.0
ZC3HC1,True,False,1,NCG,1.0,1,single_source_positive,
POU3F2,False,False,0,,0.0,0,negative_candidate,0.0
MMP1,False,True,1,CIViC,1.0,1,single_source_positive,
PCDH10,True,False,1,NCG,1.0,1,single_source_positive,
SMO,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CCL22,False,False,0,,0.0,0,negative_candidate,0.0
TRIM32,False,False,0,,0.0,0,negative_candidate,0.0
TIGD3,True,False,1,NCG,1.0,1,single_source_positive,
FCGBP,False,False,0,,0.0,0,negative_candidate,0.0
SPINK6,False,False,0,,0.0,0,negative_candidate,0.0
PRR15,False,False,0,,0.0,0,negative_candidate,0.0
TTC29,False,False,0,,0.0,0,negative_candidate,0.0
KLK6,True,False,1,NCG,1.0,1,single_source_positive,
LRRC66,True,False,1,NCG,1.0,1,single_source_positive,
GSPT2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF208,True,False,1,NCG,1.0,1,single_source_positive,
HECW1,True,False,1,NCG,1.0,1,single_source_positive,
WNT10A,False,False,0,,0.0,0,negative_candidate,0.0
ZSWIM1,False,False,0,,0.0,0,negative_candidate,0.0
PYDC1,False,False,0,,0.0,0,negative_candidate,0.0
JRKL,False,False,0,,0.0,0,negative_candidate,0.0
THSD7B,True,False,1,NCG,1.0,1,single_source_positive,
TNFRSF9,False,False,0,,0.0,0,negative_candidate,0.0
FNDC1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF275,False,False,0,,0.0,0,negative_candidate,0.0
PRH1,False,False,0,,0.0,0,negative_candidate,0.0
PAK3,True,False,1,NCG,1.0,1,single_source_positive,
ACOT13,False,False,0,,0.0,0,negative_candidate,0.0
EPHA6,True,False,1,NCG,1.0,1,single_source_positive,
CLEC2L,False,False,0,,0.0,0,negative_candidate,0.0
ATP8A2,False,False,0,,0.0,0,negative_candidate,0.0
ANO4,True,False,1,NCG,1.0,1,single_source_positive,
MTRES1,False,False,0,,0.0,0,negative_candidate,0.0
PLA2G4D,True,False,1,NCG,1.0,1,single_source_positive,
SUSD3,False,False,0,,0.0,0,negative_candidate,0.0
TSPAN33,False,False,0,,0.0,0,negative_candidate,0.0
ARL14EP,False,False,0,,0.0,0,negative_candidate,0.0
MYO16,False,False,0,,0.0,0,negative_candidate,0.0
FOXD1,False,False,0,,0.0,0,negative_candidate,0.0
SCGB2B2,False,False,0,,0.0,0,negative_candidate,0.0
HOMEZ,False,False,0,,0.0,0,negative_candidate,0.0
ZNF319,True,False,1,NCG,1.0,1,single_source_positive,
STPG3,False,False,0,,0.0,0,negative_candidate,0.0
CPLX2,False,False,0,,0.0,0,negative_candidate,0.0
PCDHB8,True,False,1,NCG,1.0,1,single_source_positive,
ZNF521,True,False,1,NCG,1.0,1,single_source_positive,
RABL3,False,True,1,CIViC,0.9,1,single_source_positive,
HUS1,False,False,0,,0.0,0,negative_candidate,0.0
DNAJC15,False,False,0,,0.0,0,negative_candidate,0.0
BUB1B,True,False,1,NCG,1.0,1,single_source_positive,
OXCT2,True,False,1,NCG,1.0,1,single_source_positive,
OVOL2,False,True,1,CIViC,0.9,1,single_source_positive,
FBXL14,False,False,0,,0.0,0,negative_candidate,0.0
IGF2BP1,False,False,0,,0.0,0,negative_candidate,0.0
KLHL4,False,False,0,,0.0,0,negative_candidate,0.0
CCDC181,False,False,0,,0.0,0,negative_candidate,0.0
CETN3,False,False,0,,0.0,0,negative_candidate,0.0
PLCH1,False,False,0,,0.0,0,negative_candidate,0.0
RTN4RL2,False,False,0,,0.0,0,negative_candidate,0.0
AGMO,False,False,0,,0.0,0,negative_candidate,0.0
ZNF92,False,False,0,,0.0,0,negative_candidate,0.0
BICDL1,False,False,0,,0.0,0,negative_candidate,0.0
SERTAD4,False,False,0,,0.0,0,negative_candidate,0.0
FOXH1,False,False,0,,0.0,0,negative_candidate,0.0
DIPK1A,False,False,0,,0.0,0,negative_candidate,0.0
CHM,False,False,0,,0.0,0,negative_candidate,0.0
MAGEA1,True,False,1,NCG,1.0,1,single_source_positive,
NTRK3,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CEACAM5,False,False,0,,0.0,0,negative_candidate,0.0
TRIM36,False,False,0,,0.0,0,negative_candidate,0.0
ZNF507,False,False,0,,0.0,0,negative_candidate,0.0
